#ell		zi	zj	cl_ll_tab.txt
0.000		0	0	0.0000000000e+00
0.000		0	1	0.0000000000e+00
0.000		1	0	0.0000000000e+00
0.000		1	1	0.0000000000e+00
1.000		0	0	3.2075489176e-08
1.000		0	1	3.3895310485e-08
1.000		1	0	3.3895310485e-08
1.000		1	1	3.5971973989e-08
2.000		0	0	3.7975768804e-08
2.000		0	1	4.0600741446e-08
2.000		1	0	4.0600741446e-08
2.000		1	1	4.3755142603e-08
3.000		0	0	4.2234110099e-08
3.000		0	1	4.5541046021e-08
3.000		1	0	4.5541046021e-08
3.000		1	1	4.9644453743e-08
4.000		0	0	4.5265660275e-08
4.000		0	1	4.9155376731e-08
4.000		1	0	4.9155376731e-08
4.000		1	1	5.4095433701e-08
5.000		0	0	4.7371103603e-08
5.000		0	1	5.1760488169e-08
5.000		1	0	5.1760488169e-08
5.000		1	1	5.7438544622e-08
6.000		0	0	4.8763291123e-08
6.000		0	1	5.3579964697e-08
6.000		1	0	5.3579964697e-08
6.000		1	1	5.9907423410e-08
7.000		0	0	4.9627397058e-08
7.000		0	1	5.4810235389e-08
7.000		1	0	5.4810235389e-08
7.000		1	1	6.1710029169e-08
8.000		0	0	5.0088486448e-08
8.000		0	1	5.5584993021e-08
8.000		1	0	5.5584993021e-08
8.000		1	1	6.2989439143e-08
9.000		0	0	5.0241890422e-08
9.000		0	1	5.6006859881e-08
9.000		1	0	5.6006859881e-08
9.000		1	1	6.3856657415e-08
10.000		0	0	5.0151133984e-08
10.000		0	1	5.6144196456e-08
10.000		1	0	5.6144196456e-08
10.000		1	1	6.4385398199e-08
11.000		0	0	4.9880111783e-08
11.000		0	1	5.6067231000e-08
11.000		1	0	5.6067231000e-08
11.000		1	1	6.4653650091e-08
12.000		0	0	4.9448115303e-08
12.000		0	1	5.5796518966e-08
12.000		1	0	5.5796518966e-08
12.000		1	1	6.4683047006e-08
13.000		0	0	4.8912504809e-08
13.000		0	1	5.5396217067e-08
13.000		1	0	5.5396217067e-08
13.000		1	1	6.4546434708e-08
14.000		0	0	4.8278088790e-08
14.000		0	1	5.4871399209e-08
14.000		1	0	5.4871399209e-08
14.000		1	1	6.4248846183e-08
15.000		0	0	4.7581849510e-08
15.000		0	1	5.4264010540e-08
15.000		1	0	5.4264010540e-08
15.000		1	1	6.3838693896e-08
16.000		0	0	4.6833700440e-08
16.000		0	1	5.3585409816e-08
16.000		1	0	5.3585409816e-08
16.000		1	1	6.3329055669e-08
17.000		0	0	4.6038548959e-08
17.000		0	1	5.2841285164e-08
17.000		1	0	5.2841285164e-08
17.000		1	1	6.2726421739e-08
18.000		0	0	4.5221026277e-08
18.000		0	1	5.2060176352e-08
18.000		1	0	5.2060176352e-08
18.000		1	1	6.2064605095e-08
19.000		0	0	4.4384607853e-08
19.000		0	1	5.1246384914e-08
19.000		1	0	5.1246384914e-08
19.000		1	1	6.1348885863e-08
20.000		0	0	4.3532375575e-08
20.000		0	1	5.0403755552e-08
20.000		1	0	5.0403755552e-08
20.000		1	1	6.0583996738e-08
21.000		0	0	4.2673364344e-08
21.000		0	1	4.9543152233e-08
21.000		1	0	4.9543152233e-08
21.000		1	1	5.9783289827e-08
22.000		0	0	4.1815639968e-08
22.000		0	1	4.8674305093e-08
22.000		1	0	4.8674305093e-08
22.000		1	1	5.8958748604e-08
23.000		0	0	4.0961118042e-08
23.000		0	1	4.7799862599e-08
23.000		1	0	4.7799862599e-08
23.000		1	1	5.8113979407e-08
24.000		0	0	4.0111524057e-08
24.000		0	1	4.6922247479e-08
24.000		1	0	4.6922247479e-08
24.000		1	1	5.7252323379e-08
25.000		0	0	3.9271816573e-08
25.000		0	1	4.6047662184e-08
25.000		1	0	4.6047662184e-08
25.000		1	1	5.6381716993e-08
26.000		0	0	3.8440449502e-08
26.000		0	1	4.5174677008e-08
26.000		1	0	4.5174677008e-08
26.000		1	1	5.5500810436e-08
27.000		0	0	3.7624009518e-08
27.000		0	1	4.4311471793e-08
27.000		1	0	4.4311471793e-08
27.000		1	1	5.4620108582e-08
28.000		0	0	3.6822041352e-08
28.000		0	1	4.3457904372e-08
28.000		1	0	4.3457904372e-08
28.000		1	1	5.3739880969e-08
29.000		0	0	3.6034545046e-08
29.000		0	1	4.2614366596e-08
29.000		1	0	4.2614366596e-08
29.000		1	1	5.2861064232e-08
30.000		0	0	3.5264269640e-08
30.000		0	1	4.1784486609e-08
30.000		1	0	4.1784486609e-08
30.000		1	1	5.1988577107e-08
31.000		0	0	3.4507475574e-08
31.000		0	1	4.0964190249e-08
31.000		1	0	4.0964190249e-08
31.000		1	1	5.1117798297e-08
32.000		0	0	3.3770099271e-08
32.000		0	1	4.0160895417e-08
32.000		1	0	4.0160895417e-08
32.000		1	1	5.0258396362e-08
33.000		0	0	3.3050505004e-08
33.000		0	1	3.9373007926e-08
33.000		1	0	3.9373007926e-08
33.000		1	1	4.9408829187e-08
34.000		0	0	3.2348839157e-08
34.000		0	1	3.8601040199e-08
34.000		1	0	3.8601040199e-08
34.000		1	1	4.8570167213e-08
35.000		0	0	3.1665144402e-08
35.000		0	1	3.7845368670e-08
35.000		1	0	3.7845368670e-08
35.000		1	1	4.7743303165e-08
36.000		0	0	3.0998638747e-08
36.000		0	1	3.7105364776e-08
36.000		1	0	3.7105364776e-08
36.000		1	1	4.6927846515e-08
37.000		0	0	3.0349012499e-08
37.000		0	1	3.6380960269e-08
37.000		1	0	3.6380960269e-08
37.000		1	1	4.6124117704e-08
38.000		0	0	2.9717297079e-08
38.000		0	1	3.5673673968e-08
38.000		1	0	3.5673673968e-08
38.000		1	1	4.5334413696e-08
39.000		0	0	2.9103363674e-08
39.000		0	1	3.4983631774e-08
39.000		1	0	3.4983631774e-08
39.000		1	1	4.4559277295e-08
40.000		0	0	2.8506685009e-08
40.000		0	1	3.4310463994e-08
40.000		1	0	3.4310463994e-08
40.000		1	1	4.3798612101e-08
41.000		0	0	2.7926735119e-08
41.000		0	1	3.3653785065e-08
41.000		1	0	3.3653785065e-08
41.000		1	1	4.3052284503e-08
42.000		0	0	2.7363065816e-08
42.000		0	1	3.3013298259e-08
42.000		1	0	3.3013298259e-08
42.000		1	1	4.2320264802e-08
43.000		0	0	2.6815226867e-08
43.000		0	1	3.2388687052e-08
43.000		1	0	3.2388687052e-08
43.000		1	1	4.1602479578e-08
44.000		0	0	2.6282812911e-08
44.000		0	1	3.1779674117e-08
44.000		1	0	3.1779674117e-08
44.000		1	1	4.0898890971e-08
45.000		0	0	2.5765640292e-08
45.000		0	1	3.1186248449e-08
45.000		1	0	3.1186248449e-08
45.000		1	1	4.0209803076e-08
46.000		0	0	2.5263529154e-08
46.000		0	1	3.0608388572e-08
46.000		1	0	3.0608388572e-08
46.000		1	1	3.9535489457e-08
47.000		0	0	2.4776195598e-08
47.000		0	1	3.0045932878e-08
47.000		1	0	3.0045932878e-08
47.000		1	1	3.8876027287e-08
48.000		0	0	2.4303122067e-08
48.000		0	1	2.9498433442e-08
48.000		1	0	2.9498433442e-08
48.000		1	1	3.8231123113e-08
49.000		0	0	2.3843752677e-08
49.000		0	1	2.8965382571e-08
49.000		1	0	2.8965382571e-08
49.000		1	1	3.7600389859e-08
50.000		0	0	2.3397571949e-08
50.000		0	1	2.8446309161e-08
50.000		1	0	2.8446309161e-08
50.000		1	1	3.6983472157e-08
51.000		0	0	2.2964159829e-08
51.000		0	1	2.7940854329e-08
51.000		1	0	2.7940854329e-08
51.000		1	1	3.6380157102e-08
52.000		0	0	2.2543121036e-08
52.000		0	1	2.7448677792e-08
52.000		1	0	2.7448677792e-08
52.000		1	1	3.5790240321e-08
53.000		0	0	2.2134086757e-08
53.000		0	1	2.6969460916e-08
53.000		1	0	2.6969460916e-08
53.000		1	1	3.5213531425e-08
54.000		0	0	2.1736774482e-08
54.000		0	1	2.6502986985e-08
54.000		1	0	2.6502986985e-08
54.000		1	1	3.4649970632e-08
55.000		0	0	2.1350915212e-08
55.000		0	1	2.6049046085e-08
55.000		1	0	2.6049046085e-08
55.000		1	1	3.4099493103e-08
56.000		0	0	2.0976200560e-08
56.000		0	1	2.5607371080e-08
56.000		1	0	2.5607371080e-08
56.000		1	1	3.3561946377e-08
57.000		0	0	2.0612195362e-08
57.000		0	1	2.5177536439e-08
57.000		1	0	2.5177536439e-08
57.000		1	1	3.3036968892e-08
58.000		0	0	2.0258453528e-08
58.000		0	1	2.4759095148e-08
58.000		1	0	2.4759095148e-08
58.000		1	1	3.2524158652e-08
59.000		0	0	1.9914558522e-08
59.000		0	1	2.4351628567e-08
59.000		1	0	2.4351628567e-08
59.000		1	1	3.2023138868e-08
60.000		0	0	1.9580139474e-08
60.000		0	1	2.3954770067e-08
